id,submitdate,startlangu,token,datestamp,startdate,ipaddr,refurl,households,pa_gender,pa_agecoho,ArrivalDat,Location1,Accom,Accom_othe,Ac_SmartPh,Pb_SmartPh,Pb_SmartPh,Pb_SmartPh,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,Ac_televis,Ac_televis,Ac_televis,infotelevi,infoSpend_tel,infoSpend_tel,infoSpend_tel,infoSpend_tel,infoTrust_tel,infoTrust_tel,infoTrust_tel,infoTrust_tel,infoTrust_tel,infoTrust_tel,infoTrust_tel,Ac_mobiles,Ac_mobiles,Ac_mobiles,infoSpend_mob,infoSpend_mob,infoSpend_mob,infoSpend_mob,infoTrust_mob,infoTrust_mob,infoTrust_mob,infoTrust_mob,infoTrust_mob,infoTrust_mob,infoTrust_mob,infointern,infoSpend_int,infoSpend_int,infoSpend_int,infoSpend_int,infoTrust_int,infoTrust_int,infoTrust_int,infoTrust_int,infoTrust_int,infoTrust_int,infoTrust_int,infofacebook,infoSpend_fac,infoSpend_fac,infoSpend_fac,infoSpend_fac,infoTrust_fac,infoTrust_fac,infoTrust_fac,infoTrust_fac,infoTrust_fac,infoTrust_fac,infoTrust_fac,infoTwitter,infoSpend_twi,infoSpend_twi,infoSpend_twi,infoSpend_twi,infoTrust_twi,infoTrust_twi,infoTrust_twi,infoTrust_twi,infoTrust_twi,infoTrust_twi,infoTrust_twi,infoSpend_lea,infoSpend_lea,infoSpend_lea,infoSpend_lea,infoTrust_lea,infoTrust_lea,infoTrust_lea,infoTrust_lea,infoTrust_lea,infoTrust_lea,infoTrust_lea,infoSpend_new,infoSpend_new,infoSpend_new,infoSpend_new,infoTrust_new,infoTrust_new,infoTrust_new,infoTrust_new,infoTrust_new,infoTrust_new,infoTrust_new,infoSpend_not,infoSpend_not,infoSpend_not,infoSpend_not,infoTrust_not,infoTrust_not,infoTrust_not,infoTrust_not,infoTrust_not,infoTrust_not,infoTrust_not,Ac_Radio_,Ac_Radio_,inforadio,infoSpend_rad,infoSpend_rad,infoSpend_rad,infoSpend_rad,infoTrust_rad,infoTrust_rad,infoTrust_rad,infoTrust_rad,infoTrust_rad,infoTrust_rad,infoTrust_rad,infoSpend_fri,infoSpend_fri,infoSpend_fri,infoSpend_fri,infoTrust_fri,infoTrust_fri,infoTrust_fri,infoTrust_fri,infoTrust_fri,infoTrust_fri,infoTrust_fri,infoSpend_com,infoSpend_com,infoSpend_com,infoSpend_com,infoTrust_com,infoTrust_com,infoTrust_com,infoTrust_com,infoTrust_com,infoTrust_com,infoTrust_com,infoSpend_rel,infoSpend_rel,infoSpend_rel,infoSpend_rel,infoTrust_rel,infoTrust_rel,infoTrust_rel,infoTrust_rel,infoTrust_rel,infoTrust_rel,infoTrust_rel,infoSpend_off,infoSpend_off,infoSpend_off,infoSpend_off,infoTrust_off,infoTrust_off,infoTrust_off,infoTrust_off,infoTrust_off,infoTrust_off,infoTrust_off,Ac_Unhcr_,Ac_Unhcr_,Ac_Unhcr_,Ac_Unhcr_serv,Ac_Unhcr_coun,Ac_Unhcr_Post,Ac_Unhcr_MISM,Whichcounsel_,Whichcounsel_,infoSpend_uns,infoSpend_uns,infoSpend_uns,infoSpend_uns,infoTrust_uns,infoTrust_uns,infoTrust_uns,infoTrust_uns,infoTrust_uns,infoTrust_uns,infoTrust_uns,infoSpend_NGO,infoSpend_NGO,infoSpend_NGO,infoSpend_NGO,infoTrust_NGO,infoTrust_NGO,infoTrust_NGO,infoTrust_NGO,infoTrust_NGO,infoTrust_NGO,infoTrust_NGO,infoSpend_cen,infoSpend_cen,infoSpend_cen,infoSpend_cen,infoTrust_Cen,infoTrust_Cen,infoTrust_Cen,infoTrust_Cen,infoTrust_Cen,infoTrust_Cen,infoTrust_Cen,infospend_fil,infospend_fil,infospend_fil,infospend_fil,infotrust_fil,infotrust_fil,infotrust_fil,infotrust_fil,infotrust_fil,infotrust_fil,infotrust_fil,infoSpend_oth,infoSpend_oth,infoSpend_oth,infoSpend_oth,infoTrust_oth,infoTrust_oth,infoTrust_oth,infoTrust_oth,infoTrust_oth,infoTrust_oth,infoTrust_oth,Issues_aid,Issues_MoI,Issues_mis,Issues_foo,Issues_wat,Issues_she,Issues_win,Issues_hea,Issues_doc,Issues_aid,Issues_inc,Issues_mem,Issues_ser,Issues_ins,Issues_ret,Issues_lea,Issues_civ,Issues_dis,Issues_new,Issues_wor,Issues_cas,Issues_res,Issues_oth,Ac_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Ac_ MoIcar,Pb_MoIcard,Pb_MoIcard,Pb_MoIcard,Pb_MoIcard,Pb_MoIcard,Pb_MoIcard,Pb_MoIcard,Pb_MoIcard,Pb_MoIcard,Ac_missing,Pb_missing,Pb_missing,Pb_missing,Pb_missing,Pb_missing,Pb_missing,Pb_missing,Pb_missing,Pb_missing,Pb_missing,Ac_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Ac_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Ac_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Ac_winter,Pb_winter_,Pb_winter_,Pb_winter_,Pb_winter_,Pb_winter_,Pb_winter_,Pb_winter_,Pb_winter_,Pb_winter_,Pb_winter_,Ac_health,Pb_health_,Pb_health_,Pb_health_,Pb_health_,Pb_health_,Pb_health_,Pb_health_,Pb_health_,Pb_health_,Pb_health_,Ac_documen,Pb_documen,Pb_documen,Pb_documen,Pb_documen,Pb_documen,Pb_documen,Pb_documen,Pb_documen,Pb_documen,Pb_documen,Ac_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Ac_income,Pb_income_,Pb_income_,Pb_income_,Pb_income_,Pb_income_,Pb_income_,Pb_income_,Pb_income_,Pb_income_,Pb_income_,Ac_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Ac_service,Pb_service,Pb_service,Pb_service,Pb_service,Pb_service,Pb_service,Pb_service,Pb_service,Pb_service,Pb_service,Ac_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Ac_return,Pb_return_,Pb_return_,Pb_return_,Pb_return_,Pb_return_,Pb_return_,Pb_return_,Pb_return_,Pb_return_,Pb_return_,Ac_ leavec,Pb_leaveca,Pb_leaveca,Pb_leaveca,Pb_leaveca,Pb_leaveca,Pb_leaveca,Pb_leaveca,Pb_leaveca,Pb_leaveca,Ac_civil,Pb_civil_,Pb_civil_,Pb_civil_,Pb_civil_,Pb_civil_,Pb_civil_,Pb_civil_,Pb_civil_,Pb_civil_,Pb_civil_,Ac_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Ac_news,Pb_news_,Pb_news_,Pb_news_,Pb_news_,Pb_news_,Pb_news_,Pb_news_,Pb_news_,Pb_news_,Ac_work,Pb_work_,Pb_work_,Pb_work_,Pb_work_,Pb_work_,Pb_work_,Pb_work_,Pb_work_,Pb_work_,Ac_cashass,Pb_cashass,Pb_cashass,Pb_cashass,Pb_cashass,Pb_cashass,Pb_cashass,Pb_cashass,Pb_cashass,Pb_cashass,Ac_Resettl,Pb_resettl,Pb_resettl,Pb_resettl,Pb_resettl,Pb_resettl,Pb_resettl,Pb_resettl,Pb_resettl,Pb_resettl,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,Complaint,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintF,NoFollow,Ac_SocialN,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,Ac_AidOrganisations,Ac_AidOrganIf,Ac_SocialNetworkIf
238,41768.62228,ar,NA,41768.62228,41768.617,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&=Y&lang=ar,4,Male,Between 18 and 35,36605,Al Mafraq Governorate,Flat,NA,No,,,NA,,mobile,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,Call,,,,,,month,,,,,ninde,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,0,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,لاا شيء,"No, never needed it",,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
239,41768.6258,ar,NA,41768.6258,41768.61748,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&=Y&lang=ar,20,Male,Between 18 and 35,41640,Amman Governorate,NA,بيت,Yes,Android,IOS,NA,television,,,,,,,,,,,,,,,,,NA,,CoO,,اخبار جزيرة   العبرية   والاخبار بشكل,hourl,,,,,,,mcros,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hourl,,,,,,,mcros,,,,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Yes,notfi,notse,notav,,,,,,,NA,No,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,television,,,,,,,,,,,,,,,,,NA,"No, never needed it",,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
240,41768.63137,ar,NA,41768.63137,41768.61898,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&=Y&lang=ar,8,Male,Between 18 and 35,36545,Amman Governorate,Flat,NA,No,,,NA,television,,,,,,,,,,,,,,,,,NA,Jor,,,لا شيئ,hourl,,,,,,,,,,ncros,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daily,,,,mind,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,0,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,,mobile,,,,,,,,,,,,,,,,NA,Rarely,cashassistance,,,,,,,,,,,,,,,NA,infoline,,,,,,,,,,,,,NA,No,لا,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
241,41768.62191,ar,NA,41768.62191,41768.61906,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&lang=ar&loadsecurity=46,2,Male,Between 36 and 59,41592,Al Balqa Governorate,Flat,NA,Yes,Android,,NA,,,internet,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,السكايب,,,weekl,,full,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,No,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,,,internet,,,,,,,,,,,,,,,NA,"No, never needed it",,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
242,41768.62675,ar,NA,41768.62675,41768.6213,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&lang=ar&loadsecurity=45,9,Male,Between 36 and 59,41190,Al Karak Governorate,Flat,NA,No,,,NA,television,,,,,,,,,,,,,,,,,NA,,,Int,لا يوجد شي محدد,,daily,,,,,,,,,ncros,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hourl,,,,,,,,,,ncros,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,0,Yes,Yes,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,missingmember,notfi,notse,notav,,,,,,,NA,foodassist,notfi,notse,notav,,,,,,,NA,No,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,television,,,,,,,,,,,,,,,,,NA,"No, never needed it",,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
243,41768.62648,ar,NA,41768.62648,41768.62133,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&lang=ar&loadsecurity=96,1,Male,Between 18 and 35,41921,Irbid Governorate,NA,غرفة,No,,,NA,television,,,,,,,,,,,,,,,,,NA,,,Int,رياضية,hourl,,,,full,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hourl,,,,full,,,,,,,Yes,0,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,NA,No,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,No,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,television,,,,,,,,,,,,,,,,,NA,"Yes, but only sometimes",cashassistance,,,,,,,,,,,,Conduct,,,NA,infoline,,,,,,,,,ngofacetoface,,,,NA,No,لا العرف,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,لا يوجد,NA,NA
244,41768.62716,ar,NA,41768.62716,41768.62171,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&=Y&lang=ar,8,Male,Between 36 and 59,37622,Az Zarqa Governorate,Flat,NA,No,,,NA,television,,,,,,,,,,,,,,,,,NA,Jor,,Int,الاخبار,,,weekl,,,,,mcros,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,weekl,,,,,mcros,,,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,No,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,,mobile,,,,,,,,,,,,,,,,NA,"No, never needed it",,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
245,41768.62839,ar,NA,41768.62839,41768.62234,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&=Y&lang=ar,11,Male,Between 36 and 59,36513,Al Balqa Governorate,Basement,NA,No,,,NA,television,,,,,,,,,friends,,,,unstaff,,,,NA,Jor,,Int,الجزيرة + نور الاردن,hourl,,,,,,moffi,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,weekl,,,,,,ninde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helpdesk,,,,,,,,,,,month,,,moffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,month,,,,,ninde,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,لا شئ,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,television,,internet,,,,,,,friends,,,,,,,,NA,"Yes, but only sometimes",cashassistance,,,,,,,,,,civildocuments,,,,,NA,,,,helpdesks,,,,,,,,communitymeetings,,NA,Follow,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
246,41768.63383,ar,NA,41768.63383,41768.62438,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&=Y&lang=ar,9,Male,Between 18 and 35,41518,At Tafilah Governorate,Flat,NA,No,,,NA,television,mobile,,,,,,,,friends,,,,,,,,NA,Jor,,Int,الجزيرة والعربية والتلفزيون الأردني,hourl,,,,,,moffi,,,,,Call,,,hourl,,,,,mind,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,weekl,,,,,mcros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,Yes,0,0,0,Yes,0,Yes,0,0,0,0,0,Yes,0,0,Yes,Yes,0,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,winter,,notse,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,income,,notse,,,,,,,,NA,NA,,,,,,,,,,NA,No,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,cashassistance,,notse,,,,,,,,NA,,,,,,,,,,television,mobile,,,,,,,,friends,,,,,,,,NA,"No, I do not know how to do it",,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,cashassistance,healthservices,,,,,,,,,,,,,,infoline,,,,,,,,,,,,,NA,NA,NA
247,41768.63003,ar,NA,41768.63003,41768.62442,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&=Y&lang=ar,7,Male,Between 18 and 35,41279,Az Zarqa Governorate,Flat,NA,No,,,NA,,,,,,,,,,friends,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,hourl,,,,full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,No,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,television,,internet,,,,,,,,,,,,,,,NA,"No, never needed it",,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
