id,submitdate,startlangu,token,datestamp,startdate,ipaddr,refurl,households,pa_gender,pa_agecoho,ArrivalDat,Location1,Accom,Accom_othe,Ac_SmartPh,Pb_SmartPh,Pb_SmartPh,Pb_SmartPh,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,infoSource,Ac_televis,Ac_televis,Ac_televis,infotelevi,infoSpend_tel,infoSpend_tel,infoSpend_tel,infoSpend_tel,infoTrust_tel,infoTrust_tel,infoTrust_tel,infoTrust_tel,infoTrust_tel,infoTrust_tel,infoTrust_tel,Ac_mobiles,Ac_mobiles,Ac_mobiles,infoSpend_mob,infoSpend_mob,infoSpend_mob,infoSpend_mob,infoTrust_mob,infoTrust_mob,infoTrust_mob,infoTrust_mob,infoTrust_mob,infoTrust_mob,infoTrust_mob,infointern,infoSpend_int,infoSpend_int,infoSpend_int,infoSpend_int,infoTrust_int,infoTrust_int,infoTrust_int,infoTrust_int,infoTrust_int,infoTrust_int,infoTrust_int,infofacebook,infoSpend_fac,infoSpend_fac,infoSpend_fac,infoSpend_fac,infoTrust_fac,infoTrust_fac,infoTrust_fac,infoTrust_fac,infoTrust_fac,infoTrust_fac,infoTrust_fac,infoTwitter,infoSpend_twi,infoSpend_twi,infoSpend_twi,infoSpend_twi,infoTrust_twi,infoTrust_twi,infoTrust_twi,infoTrust_twi,infoTrust_twi,infoTrust_twi,infoTrust_twi,infoSpend_lea,infoSpend_lea,infoSpend_lea,infoSpend_lea,infoTrust_lea,infoTrust_lea,infoTrust_lea,infoTrust_lea,infoTrust_lea,infoTrust_lea,infoTrust_lea,infoSpend_new,infoSpend_new,infoSpend_new,infoSpend_new,infoTrust_new,infoTrust_new,infoTrust_new,infoTrust_new,infoTrust_new,infoTrust_new,infoTrust_new,infoSpend_not,infoSpend_not,infoSpend_not,infoSpend_not,infoTrust_not,infoTrust_not,infoTrust_not,infoTrust_not,infoTrust_not,infoTrust_not,infoTrust_not,Ac_Radio_,Ac_Radio_,inforadio,infoSpend_rad,infoSpend_rad,infoSpend_rad,infoSpend_rad,infoTrust_rad,infoTrust_rad,infoTrust_rad,infoTrust_rad,infoTrust_rad,infoTrust_rad,infoTrust_rad,infoSpend_fri,infoSpend_fri,infoSpend_fri,infoSpend_fri,infoTrust_fri,infoTrust_fri,infoTrust_fri,infoTrust_fri,infoTrust_fri,infoTrust_fri,infoTrust_fri,infoSpend_com,infoSpend_com,infoSpend_com,infoSpend_com,infoTrust_com,infoTrust_com,infoTrust_com,infoTrust_com,infoTrust_com,infoTrust_com,infoTrust_com,infoSpend_rel,infoSpend_rel,infoSpend_rel,infoSpend_rel,infoTrust_rel,infoTrust_rel,infoTrust_rel,infoTrust_rel,infoTrust_rel,infoTrust_rel,infoTrust_rel,infoSpend_off,infoSpend_off,infoSpend_off,infoSpend_off,infoTrust_off,infoTrust_off,infoTrust_off,infoTrust_off,infoTrust_off,infoTrust_off,infoTrust_off,Ac_Unhcr_,Ac_Unhcr_,Ac_Unhcr_,Ac_Unhcr_serv,Ac_Unhcr_coun,Ac_Unhcr_Post,Ac_Unhcr_MISM,Whichcounsel_,Whichcounsel_,infoSpend_uns,infoSpend_uns,infoSpend_uns,infoSpend_uns,infoTrust_uns,infoTrust_uns,infoTrust_uns,infoTrust_uns,infoTrust_uns,infoTrust_uns,infoTrust_uns,infoSpend_NGO,infoSpend_NGO,infoSpend_NGO,infoSpend_NGO,infoTrust_NGO,infoTrust_NGO,infoTrust_NGO,infoTrust_NGO,infoTrust_NGO,infoTrust_NGO,infoTrust_NGO,infoSpend_cen,infoSpend_cen,infoSpend_cen,infoSpend_cen,infoTrust_Cen,infoTrust_Cen,infoTrust_Cen,infoTrust_Cen,infoTrust_Cen,infoTrust_Cen,infoTrust_Cen,infospend_fil,infospend_fil,infospend_fil,infospend_fil,infotrust_fil,infotrust_fil,infotrust_fil,infotrust_fil,infotrust_fil,infotrust_fil,infotrust_fil,infoSpend_oth,infoSpend_oth,infoSpend_oth,infoSpend_oth,infoTrust_oth,infoTrust_oth,infoTrust_oth,infoTrust_oth,infoTrust_oth,infoTrust_oth,infoTrust_oth,Issues_aid,Issues_MoI,Issues_mis,Issues_foo,Issues_wat,Issues_she,Issues_win,Issues_hea,Issues_doc,Issues_aid,Issues_inc,Issues_mem,Issues_ser,Issues_ins,Issues_ret,Issues_lea,Issues_civ,Issues_dis,Issues_new,Issues_wor,Issues_cas,Issues_res,Issues_oth,Ac_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Pb_aidregi,Ac_ MoIcar,Pb_MoIcard,Pb_MoIcard,Pb_MoIcard,Pb_MoIcard,Pb_MoIcard,Pb_MoIcard,Pb_MoIcard,Pb_MoIcard,Pb_MoIcard,Ac_missing,Pb_missing,Pb_missing,Pb_missing,Pb_missing,Pb_missing,Pb_missing,Pb_missing,Pb_missing,Pb_missing,Pb_missing,Ac_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Pb_foodass,Ac_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Pb_wateras,Ac_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Pb_shelter,Ac_winter,Pb_winter_,Pb_winter_,Pb_winter_,Pb_winter_,Pb_winter_,Pb_winter_,Pb_winter_,Pb_winter_,Pb_winter_,Pb_winter_,Ac_health,Pb_health_,Pb_health_,Pb_health_,Pb_health_,Pb_health_,Pb_health_,Pb_health_,Pb_health_,Pb_health_,Pb_health_,Ac_documen,Pb_documen,Pb_documen,Pb_documen,Pb_documen,Pb_documen,Pb_documen,Pb_documen,Pb_documen,Pb_documen,Pb_documen,Ac_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Pb_aidcont,Ac_income,Pb_income_,Pb_income_,Pb_income_,Pb_income_,Pb_income_,Pb_income_,Pb_income_,Pb_income_,Pb_income_,Pb_income_,Ac_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Pb_memberc,Ac_service,Pb_service,Pb_service,Pb_service,Pb_service,Pb_service,Pb_service,Pb_service,Pb_service,Pb_service,Pb_service,Ac_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Pb_insecur,Ac_return,Pb_return_,Pb_return_,Pb_return_,Pb_return_,Pb_return_,Pb_return_,Pb_return_,Pb_return_,Pb_return_,Pb_return_,Ac_ leavec,Pb_leaveca,Pb_leaveca,Pb_leaveca,Pb_leaveca,Pb_leaveca,Pb_leaveca,Pb_leaveca,Pb_leaveca,Pb_leaveca,Ac_civil,Pb_civil_,Pb_civil_,Pb_civil_,Pb_civil_,Pb_civil_,Pb_civil_,Pb_civil_,Pb_civil_,Pb_civil_,Pb_civil_,Ac_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Pb_servicesdisab,Ac_news,Pb_news_,Pb_news_,Pb_news_,Pb_news_,Pb_news_,Pb_news_,Pb_news_,Pb_news_,Pb_news_,Ac_work,Pb_work_,Pb_work_,Pb_work_,Pb_work_,Pb_work_,Pb_work_,Pb_work_,Pb_work_,Pb_work_,Ac_cashass,Pb_cashass,Pb_cashass,Pb_cashass,Pb_cashass,Pb_cashass,Pb_cashass,Pb_cashass,Pb_cashass,Pb_cashass,Ac_Resettl,Pb_resettl,Pb_resettl,Pb_resettl,Pb_resettl,Pb_resettl,Pb_resettl,Pb_resettl,Pb_resettl,Pb_resettl,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,InfoChanne,Complaint,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintMecani,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintIssues,ComplaintF,NoFollow,Ac_SocialN,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintMechanismI,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,ComplaintIssuesIf,Ac_AidOrganisations,Ac_AidOrganIf,Ac_SocialNetworkIf
324,41769.36196,ar,NA,41769.36196,41769.35618,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&lang=ar&loadsecurity=94,6,Male,Between 36 and 59,41650,Amman Governorate,Flat,NA,Yes,,IOS,NA,,,internet,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NA,hourl,,,,full,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mind,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,,,internet,,,,,,,,,,,,,,,NA,"No, I do not know how to do it",,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,cashassistance,,,,,,,,,,,,,,,infoline,,,,,,,,,,,,,NA,NA,NA
325,41769.36046,ar,NA,41769.36046,41769.3564,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&=Y&lang=ar,5,Male,Over 60,36605,Az Zarqa Governorate,Flat,NA,No,,,NA,,mobile,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,Call,,,,,,month,,mind,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,No,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,television,,,,,,,,,,,,,,,,,NA,"No, never needed it",,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
326,41769.36014,ar,NA,41769.36014,41769.35704,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&lang=ar&loadsecurity=73,1,Male,Between 36 and 59,41045,Az Zarqa Governorate,Flat,NA,Yes,Android,,NA,,mobile,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,Call,,,,,weekl,,,,,mcros,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,No,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,,mobile,,,,,,,,,,,,,,,,NA,"No, never needed it",,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
327,41769.36162,ar,NA,41769.36162,41769.35791,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&lang=ar&loadsecurity=,1,Male,Between 18 and 35,40999,Amman Governorate,Flat,NA,No,,,NA,television,,,,,,,,,,,,,,,,,NA,,,Int,الاخبار,,daily,,,,,,mcros,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mcros,,,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,No,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,,mobile,,,,,,,,,,,,,,,,NA,"No, never needed it",,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
328,41769.36459,ar,NA,41769.36459,41769.36094,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&=Y&lang=ar,2,Male,Between 18 and 35,41153,Al Karak Governorate,Flat,NA,No,,,NA,television,,,,,,,,,,,,,,,,,NA,Jor,CoO,Int,العربية والجزيرة,hourl,,,,full,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,No,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,television,mobile,,,,,,,,,,,,,,,,NA,"No, never needed it",,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
329,41769.36566,ar,NA,41769.36566,41769.36112,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&=Y&lang=ar,2,Male,Between 18 and 35,36576,At Tafilah Governorate,Basement,NA,No,,,NA,,,,,,,,,,,,,,,,,,لا اعلم,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,No,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,aidcontact,notfi,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,television,,,,,,,,,,,,,,,,,NA,"No, I do not know how to do it",,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,cashassistance,,,disabilityservices,,,,,,food,,,,,,infoline,,,,,,,,,,,communitymeetings,,NA,NA,NA
330,41769.36603,ar,NA,41769.36603,41769.36164,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&=Y&lang=ar,9,Male,Between 36 and 59,41532,Al Mafraq Governorate,Flat,NA,Yes,Android,,NA,television,,,,,,,,,,,,,,,,,NA,,CoO,Int,برامج اخبارية على القنوات الفضائية,hourl,,,,,,,,,noffi,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,No,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,television,,,,,,,,,,,,,,,,,NA,"No, never needed it",,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
331,41769.36855,ar,NA,41769.36855,41769.36171,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&=Y&lang=ar,5,Male,Between 36 and 59,40862,Irbid Governorate,Flat,NA,No,,,NA,television,mobile,,,,,,,,friends,,,,,,,,NA,Jor,,Int,الجزيرة والعربية والتلفزيون الأردني,hourl,,,,,mind,,,,,,Call,SMS,,hourl,,,,full,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,weekl,,full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Yes,0,Yes,0,0,0,0,0,0,Yes,Yes,0,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,servicesforyourch,,notse,,,,,,,,NA,NA,,,,,,,,,,NA,No,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,television,mobile,,,,,,,,friends,,,,,,,,NA,"Yes, but only sometimes",cashassistance,,,,,,,,,,,,,,,NA,infoline,,,,,,,,,,,,,NA,No,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
332,41769.36791,ar,NA,41769.36791,41769.36179,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&=Y&lang=ar,3,Male,Between 36 and 59,40483,Amman Governorate,Flat,NA,No,,,NA,television,,,,,,,,,,,,,,,,,NA,Jor,,Int,الاخبار,hourl,,,,,,,mcros,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hourl,,,,,,,mcros,,,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,No,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,television,,,,,,,,,,,,,,,,,NA,"No, never needed it",,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
333,41769.36632,ar,NA,41769.36632,41769.36186,80.90.166.155,http://data.unhcr.org/survey/index.php?sid=29824&lang=ar&loadsecurity=,3,Male,Between 18 and 35,41761,Az Zarqa Governorate,Flat,NA,No,,,NA,television,,,,,,,,,,,,,,,,,NA,,CoO,,اخبار تتعلق بسوريا,hourl,,weekl,,,,moffi,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hourl,,,,full,,,,ninde,,,Yes,0,Yes,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,Yes,0,NA,Yes,notfi,,notav,,,,,,,NA,NA,,,,,,,,,,missingmember,notfi,notse,,,,,,,,NA,foodassist,,,,,,,,,,لا اتلقى رد ابدا,No,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,0,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,No,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,,television,,,,,,,leaflet,,,,,,,,,,NA,Rarely,cashassistance,,educationservices,,,,registrationrenewal,,,,,,,,,NA,infoline,ngoTelephonecalls,,,,,,,,,,,,NA,No,لا عرف السبب  ابي فقد في مدينة حمص ولا اعرف عنه شيئا   انا طالب حقوق لم استطع اكمال دراستي بسبب الظروف اتمننى المساعدة ولا استطيع اكمال دراستي بسبب التكلفة المرتفعة,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA
